Date,Total_Admissions,White_Admissions,Black_Admissions,Hispanic_Admissions,AmericanIndian_Admissions,Asian_Admissions,Other_Admissions,Total_Releases,White_Releases,Black_Releases,Hispanic_Releases,AmericanIndian_Releases,Asian_Releases,Other_Releases,State,date,year
1/1/2019,738,556,165,0,15,2,0,662,492,145,0,21,4,0,Kansas,1/1/2019,2019
2/1/2019,597,449,124,0,20,4,0,599,432,147,0,17,3,0,Kansas,2/1/2019,2019
3/1/2019,685,497,159,0,24,5,0,676,510,145,0,17,4,0,Kansas,3/1/2019,2019
4/1/2019,709,528,162,0,15,4,0,658,473,162,0,18,5,0,Kansas,4/1/2019,2019
5/1/2019,647,462,161,0,20,4,0,719,535,156,0,20,8,0,Kansas,5/1/2019,2019
6/1/2019,584,424,136,0,18,6,0,617,478,116,0,18,5,0,Kansas,6/1/2019,2019
7/1/2019,677,480,166,0,26,5,0,683,486,160,0,30,7,0,Kansas,7/1/2019,2019
8/1/2019,608,436,151,0,17,3,1,655,472,157,0,19,7,0,Kansas,8/1/2019,2019
9/1/2019,562,391,154,0,14,3,0,547,380,146,0,18,3,0,Kansas,9/1/2019,2019
10/1/2019,636,477,132,0,20,7,0,581,410,150,0,16,5,0,Kansas,10/1/2019,2019
11/1/2019,497,372,116,0,6,3,0,556,396,134,0,20,6,0,Kansas,11/1/2019,2019
12/1/2019,554,419,109,0,19,7,0,545,395,134,0,13,2,1,Kansas,12/1/2019,2019
1/1/2020,538,388,129,0,18,3,0,531,385,117,0,25,4,0,Kansas,1/1/2020,2020
2/1/2020,565,400,131,0,27,7,0,557,402,134,0,15,6,0,Kansas,2/1/2020,2020
3/1/2020,517,366,138,0,10,3,0,491,360,113,0,13,5,0,Kansas,3/1/2020,2020
4/1/2020,152,105,36,0,8,3,0,423,313,96,0,11,3,0,Kansas,4/1/2020,2020
5/1/2020,120,97,21,0,2,0,0,415,302,98,0,13,2,0,Kansas,5/1/2020,2020
6/1/2020,181,140,35,0,5,1,0,436,307,113,0,13,3,0,Kansas,6/1/2020,2020
7/1/2020,166,115,48,0,3,0,0,418,293,110,0,14,1,0,Kansas,7/1/2020,2020
8/1/2020,193,148,36,0,6,3,0,348,257,75,0,14,2,0,Kansas,8/1/2020,2020
9/1/2020,265,197,60,0,7,1,0,364,252,95,0,12,5,0,Kansas,9/1/2020,2020
10/1/2020,340,257,65,0,15,3,0,408,292,101,0,13,2,0,Kansas,10/1/2020,2020
11/1/2020,302,229,63,0,8,2,0,307,219,74,0,10,4,0,Kansas,11/1/2020,2020
12/1/2020,442,320,103,0,17,2,0,397,284,103,0,10,0,0,Kansas,12/1/2020,2020
1/1/2021,402,286,98,0,14,4,0,310,229,69,0,10,2,0,Kansas,1/1/2021,2021
2/1/2021,338,246,83,0,8,1,0,332,232,86,0,12,2,0,Kansas,2/1/2021,2021
3/1/2021,393,281,92,0,17,3,0,376,287,82,0,5,2,0,Kansas,3/1/2021,2021
4/1/2021,355,266,65,0,19,2,3,417,306,90,0,15,5,1,Kansas,4/1/2021,2021
5/1/2021,318,230,73,0,10,1,4,349,257,71,0,14,7,0,Kansas,5/1/2021,2021
6/1/2021,316,231,71,0,12,2,0,412,301,90,0,19,2,0,Kansas,6/1/2021,2021
7/1/2021,351,249,87,0,11,3,1,376,277,86,0,9,3,1,Kansas,7/1/2021,2021
8/1/2021,280,203,66,0,6,3,2,362,258,82,0,18,1,3,Kansas,8/1/2021,2021
9/1/2021,396,270,97,0,21,7,1,383,287,81,0,10,4,1,Kansas,9/1/2021,2021
10/1/2021,330,241,71,0,17,1,0,385,276,98,0,8,3,0,Kansas,10/1/2021,2021
11/1/2021,337,246,67,0,22,2,0,380,270,86,0,18,5,1,Kansas,11/1/2021,2021
12/1/2021,369,249,96,0,18,6,0,373,273,89,0,10,1,0,Kansas,12/1/2021,2021
1/1/2019,453,297,110,32,7,7,0,584,407,132,25,15,5,0,Iowa,1/1/2019,2019
2/1/2019,417,286,91,28,12,0,0,456,315,98,27,11,5,0,Iowa,2/1/2019,2019
3/1/2019,452,319,100,21,11,1,0,501,349,106,31,8,7,0,Iowa,3/1/2019,2019
4/1/2019,510,344,123,28,11,4,0,544,370,121,37,15,1,0,Iowa,4/1/2019,2019
5/1/2019,465,332,89,30,8,6,0,603,419,135,29,12,8,0,Iowa,5/1/2019,2019
6/1/2019,376,265,83,15,10,3,0,492,341,106,29,11,5,0,Iowa,6/1/2019,2019
7/1/2019,461,329,93,30,7,2,0,570,410,122,24,11,3,0,Iowa,7/1/2019,2019
8/1/2019,504,351,109,30,11,3,0,602,419,141,26,11,5,0,Iowa,8/1/2019,2019
9/1/2019,434,299,88,26,18,3,0,534,365,118,31,13,7,0,Iowa,9/1/2019,2019
10/1/2019,492,334,110,27,15,6,0,581,406,127,33,9,6,0,Iowa,10/1/2019,2019
11/1/2019,375,265,81,21,5,3,0,447,299,109,27,7,5,0,Iowa,11/1/2019,2019
12/1/2019,435,304,100,24,5,2,0,499,340,113,34,10,2,0,Iowa,12/1/2019,2019
1/1/2020,501,341,113,29,14,4,0,550,374,129,31,13,3,0,Iowa,1/1/2020,2020
2/1/2020,443,294,104,24,17,4,0,488,321,133,22,10,2,0,Iowa,2/1/2020,2020
3/1/2020,420,302,89,18,9,2,0,470,315,110,32,12,1,0,Iowa,3/1/2020,2020
4/1/2020,223,165,45,8,4,1,0,682,475,143,45,16,3,0,Iowa,4/1/2020,2020
5/1/2020,102,63,27,11,1,0,0,551,395,108,28,14,6,0,Iowa,5/1/2020,2020
6/1/2020,344,237,73,14,15,5,0,423,286,93,27,10,7,0,Iowa,6/1/2020,2020
7/1/2020,242,162,48,19,10,3,0,323,237,57,21,6,2,0,Iowa,7/1/2020,2020
8/1/2020,152,112,24,10,3,3,0,289,199,65,13,10,2,0,Iowa,8/1/2020,2020
9/1/2020,340,230,74,20,15,1,0,312,218,70,16,6,2,0,Iowa,9/1/2020,2020
10/1/2020,299,187,70,25,14,3,0,286,198,74,6,6,2,0,Iowa,10/1/2020,2020
11/1/2020,249,159,67,16,5,2,0,222,153,42,15,7,5,0,Iowa,11/1/2020,2020
12/1/2020,325,214,75,29,2,5,0,237,149,61,19,6,2,0,Iowa,12/1/2020,2020
1/1/2021,243,159,54,13,11,6,0,299,200,63,21,11,4,0,Iowa,1/1/2021,2021
2/1/2021,291,208,51,16,9,7,0,232,166,51,11,4,0,0,Iowa,2/1/2021,2021
3/1/2021,335,235,74,15,10,1,0,274,206,52,9,6,1,0,Iowa,3/1/2021,2021
4/1/2021,350,245,64,23,14,4,0,298,204,65,20,6,3,0,Iowa,4/1/2021,2021
5/1/2021,288,205,50,15,14,4,0,302,205,73,13,9,1,0,Iowa,5/1/2021,2021
6/1/2021,337,215,86,20,11,5,0,278,206,45,16,8,3,1,Iowa,6/1/2021,2021
7/1/2021,306,211,65,19,7,4,0,304,214,68,14,8,0,0,Iowa,7/1/2021,2021
8/1/2021,333,223,76,22,8,4,0,297,204,68,15,7,3,0,Iowa,8/1/2021,2021
9/1/2021,343,238,75,16,9,5,0,281,187,71,14,8,1,0,Iowa,9/1/2021,2021
10/1/2021,347,230,83,22,6,5,1,256,172,62,11,6,5,0,Iowa,10/1/2021,2021
11/1/2021,310,207,73,16,8,6,0,207,138,43,19,4,3,0,Iowa,11/1/2021,2021
12/1/2021,323,204,90,21,6,2,0,234,149,63,12,9,0,0,Iowa,12/1/2021,2021
1/1/2019,1434,521,757,141,3,4,8,1594,526,883,173,2,4,6,Illinois,1/1/2019,2019
2/1/2019,1434,521,757,141,3,4,8,1594,526,883,173,2,4,6,Illinois,2/1/2019,2019
3/1/2019,1434,521,757,141,3,4,8,1594,526,883,173,2,4,6,Illinois,3/1/2019,2019
4/1/2019,1487,536,784,153,2,4,8,1533,525,844,153,3,4,4,Illinois,4/1/2019,2019
5/1/2019,1487,536,784,153,2,4,8,1533,525,844,153,3,4,4,Illinois,5/1/2019,2019
6/1/2019,1487,536,784,153,2,4,8,1533,525,844,153,3,4,4,Illinois,6/1/2019,2019
7/1/2019,1484,546,791,137,0,4,6,1571,531,866,163,1,4,6,Illinois,7/1/2019,2019
8/1/2019,1484,546,791,137,0,4,6,1571,531,866,163,1,4,6,Illinois,8/1/2019,2019
9/1/2019,1484,546,791,137,0,4,6,1571,531,866,163,1,4,6,Illinois,9/1/2019,2019
10/1/2019,1334,488,703,132,2,4,5,1592,558,852,168,3,4,7,Illinois,10/1/2019,2019
11/1/2019,1334,488,703,132,2,4,5,1592,558,852,168,3,4,7,Illinois,11/1/2019,2019
12/1/2019,1334,488,703,132,2,4,5,1592,558,852,168,3,4,7,Illinois,12/1/2019,2019
1/1/2020,1204,461,615,122,2,1,3,1615,586,854,164,2,5,4,Illinois,1/1/2020,2020
2/1/2020,1204,461,615,122,2,1,3,1615,586,854,164,2,5,4,Illinois,2/1/2020,2020
3/1/2020,1204,461,615,122,2,1,3,1615,586,854,164,2,5,4,Illinois,3/1/2020,2020
4/1/2020,52,16,33,3,0,0,0,1669,617,860,177,2,5,8,Illinois,4/1/2020,2020
5/1/2020,52,16,33,3,0,0,0,1669,617,860,177,2,5,8,Illinois,5/1/2020,2020
6/1/2020,52,16,33,3,0,0,0,1669,617,860,177,2,5,8,Illinois,6/1/2020,2020
7/1/2020,825,351,393,71,1,1,8,1213,429,650,128,1,4,1,Illinois,7/1/2020,2020
8/1/2020,825,351,393,71,1,1,8,1213,429,650,128,1,4,1,Illinois,8/1/2020,2020
9/1/2020,825,351,393,71,1,1,8,1213,429,650,128,1,4,1,Illinois,9/1/2020,2020
10/1/2020,623,268,290,59,0,2,4,1216,446,628,134,2,2,4,Illinois,10/1/2020,2020
11/1/2020,623,268,290,59,0,2,4,1216,446,628,134,2,2,4,Illinois,11/1/2020,2020
12/1/2020,623,268,290,59,0,2,4,1216,446,628,134,2,2,4,Illinois,12/1/2020,2020
1/1/2021,527,208,257,52,1,0,9,1066,409,541,106,1,3,6,Illinois,1/1/2021,2021
2/1/2021,527,208,257,52,1,0,9,1066,409,541,106,1,3,6,Illinois,2/1/2021,2021
3/1/2021,527,208,257,52,1,0,9,1066,409,541,106,1,3,6,Illinois,3/1/2021,2021
4/1/2021,904,378,434,86,0,3,3,971,367,502,95,1,2,4,Illinois,4/1/2021,2021
5/1/2021,904,378,434,86,0,3,3,971,367,502,95,1,2,4,Illinois,5/1/2021,2021
6/1/2021,904,378,434,86,0,3,3,971,367,502,95,1,2,4,Illinois,6/1/2021,2021
7/1/2021,1203,425,632,134,1,4,7,953,355,487,102,1,3,5,Illinois,7/1/2021,2021
8/1/2021,1203,425,632,134,1,4,7,953,355,487,102,1,3,5,Illinois,8/1/2021,2021
9/1/2021,1203,425,632,134,1,4,7,953,355,487,102,1,3,5,Illinois,9/1/2021,2021
10/1/2021,1039,382,541,107,0,2,7,1103,405,558,129,1,2,8,Illinois,10/1/2021,2021
11/1/2021,1039,382,541,107,0,2,7,1103,405,558,129,1,2,8,Illinois,11/1/2021,2021
12/1/2021,1039,382,541,107,0,2,7,1103,405,558,129,1,2,8,Illinois,12/1/2021,2021
1/1/2019,618,505,12,87,19,0,18,641,505,12,87,19,0,18,Idaho,1/1/2019,2019
2/1/2019,577,391,14,66,17,0,23,511,391,14,66,17,0,23,Idaho,2/1/2019,2019
3/1/2019,545,346,14,59,20,0,15,454,346,14,59,20,0,15,Idaho,3/1/2019,2019
4/1/2019,620,443,10,68,15,0,20,556,443,10,68,15,0,20,Idaho,4/1/2019,2019
5/1/2019,573,395,16,87,22,0,15,534,395,16,87,22,0,15,Idaho,5/1/2019,2019
6/1/2019,514,339,12,56,21,0,18,446,339,12,56,21,0,18,Idaho,6/1/2019,2019
7/1/2019,589,400,12,69,15,0,11,507,400,12,69,15,0,11,Idaho,7/1/2019,2019
8/1/2019,584,412,21,75,16,0,14,539,412,21,75,16,0,14,Idaho,8/1/2019,2019
9/1/2019,544,398,13,64,14,0,12,501,398,13,64,14,0,12,Idaho,9/1/2019,2019
10/1/2019,601,404,18,72,29,0,12,535,404,18,72,29,0,12,Idaho,10/1/2019,2019
11/1/2019,552,374,21,66,26,0,18,505,374,21,66,26,0,18,Idaho,11/1/2019,2019
12/1/2019,558,375,14,75,20,0,15,499,375,14,75,20,0,15,Idaho,12/1/2019,2019
1/1/2020,626,453,10,85,26,0,18,591,453,10,85,26,0,18,Idaho,1/1/2020,2020
2/1/2020,523,389,9,74,22,0,17,511,389,9,74,22,0,17,Idaho,2/1/2020,2020
3/1/2020,436,446,11,83,23,0,18,581,446,11,83,23,0,18,Idaho,3/1/2020,2020
4/1/2020,261,566,29,114,26,0,26,760,566,29,114,26,0,26,Idaho,4/1/2020,2020
5/1/2020,526,541,26,96,24,0,26,713,541,26,96,24,0,26,Idaho,5/1/2020,2020
6/1/2020,517,413,19,86,20,0,27,565,413,19,86,20,0,27,Idaho,6/1/2020,2020
7/1/2020,396,407,13,64,27,0,13,524,407,13,64,27,0,13,Idaho,7/1/2020,2020
8/1/2020,407,441,17,80,27,0,11,576,441,17,80,27,0,11,Idaho,8/1/2020,2020
9/1/2020,461,423,18,83,21,0,17,562,423,18,83,21,0,17,Idaho,9/1/2020,2020
10/1/2020,453,429,15,74,24,0,23,564,429,15,74,24,0,23,Idaho,10/1/2020,2020
11/1/2020,413,370,23,69,32,0,16,509,370,23,69,32,0,16,Idaho,11/1/2020,2020
12/1/2020,572,372,12,68,18,0,12,482,372,12,68,18,0,12,Idaho,12/1/2020,2020
1/1/2021,472,291,16,55,18,0,12,392,291,16,55,18,0,12,Idaho,1/1/2021,2021
2/1/2021,457,270,22,56,12,0,13,373,270,22,56,12,0,13,Idaho,2/1/2021,2021
3/1/2021,560,333,14,66,27,0,13,453,333,14,66,27,0,13,Idaho,3/1/2021,2021
4/1/2021,530,453,16,71,27,0,21,588,453,16,71,27,0,21,Idaho,4/1/2021,2021
5/1/2021,581,386,19,62,12,0,19,498,386,19,62,12,0,19,Idaho,5/1/2021,2021
6/1/2021,532,321,10,61,14,0,14,420,321,10,61,14,0,14,Idaho,6/1/2021,2021
7/1/2021,565,411,21,81,23,0,15,551,411,21,81,23,0,15,Idaho,7/1/2021,2021
8/1/2021,618,436,13,101,29,0,16,595,436,13,101,29,0,16,Idaho,8/1/2021,2021
9/1/2021,526,391,16,69,28,0,18,522,391,16,69,28,0,18,Idaho,9/1/2021,2021
10/1/2021,543,399,17,70,25,0,22,533,399,17,70,25,0,22,Idaho,10/1/2021,2021
11/1/2021,617,411,17,82,22,0,24,556,411,17,82,22,0,24,Idaho,11/1/2021,2021
12/1/2021,613,408,21,67,23,0,20,538,408,21,67,23,0,20,Idaho,12/1/2021,2021
1/1/2019,845,450,119,234,37,4,0,852,435,113,263,30,11,1,Colorado,1/1/2019,2019
2/1/2019,808,385,117,265,36,5,0,749,370,112,227,31,6,2,Colorado,2/1/2019,2019
3/1/2019,781,390,115,239,25,11,1,870,419,120,280,41,9,1,Colorado,3/1/2019,2019
4/1/2019,800,370,128,244,45,11,0,868,445,125,262,32,4,0,Colorado,4/1/2019,2019
5/1/2019,772,371,110,252,32,7,0,890,441,116,282,40,8,3,Colorado,5/1/2019,2019
6/1/2019,759,378,100,241,32,7,1,776,373,104,258,32,8,1,Colorado,6/1/2019,2019
7/1/2019,770,371,124,235,32,8,0,813,389,129,253,33,9,0,Colorado,7/1/2019,2019
8/1/2019,792,368,117,272,26,7,0,838,393,120,280,33,9,3,Colorado,8/1/2019,2019
9/1/2019,696,331,94,234,29,7,1,814,416,103,253,36,5,1,Colorado,9/1/2019,2019
10/1/2019,845,409,130,269,26,10,1,911,454,112,293,41,9,2,Colorado,10/1/2019,2019
11/1/2019,725,355,99,216,49,6,0,679,319,95,219,37,9,0,Colorado,11/1/2019,2019
12/1/2019,837,415,117,258,40,7,0,836,393,133,267,35,7,1,Colorado,12/1/2019,2019
1/1/2020,763,371,103,253,33,3,0,832,394,106,296,33,3,0,Colorado,1/1/2020,2020
2/1/2020,730,370,103,214,31,11,1,815,400,116,264,29,5,1,Colorado,2/1/2020,2020
3/1/2020,626,311,89,192,26,6,0,860,407,129,276,36,12,0,Colorado,3/1/2020,2020
4/1/2020,429,223,51,132,18,4,1,1371,671,164,450,66,17,3,Colorado,4/1/2020,2020
5/1/2020,363,164,47,127,16,5,4,984,486,145,298,48,5,2,Colorado,5/1/2020,2020
6/1/2020,451,237,58,124,21,5,6,825,411,124,243,36,10,1,Colorado,6/1/2020,2020
7/1/2020,435,213,59,136,21,3,0,727,357,103,219,42,6,0,Colorado,7/1/2020,2020
8/1/2020,433,212,60,142,14,3,1,676,346,102,184,32,8,4,Colorado,8/1/2020,2020
9/1/2020,468,226,53,160,24,1,4,712,358,91,223,29,9,3,Colorado,9/1/2020,2020
10/1/2020,438,210,66,129,26,4,3,578,277,66,201,24,8,1,Colorado,10/1/2020,2020
11/1/2020,340,157,46,121,11,2,2,507,247,62,168,24,4,2,Colorado,11/1/2020,2020
12/1/2020,408,190,45,153,14,1,2,686,336,76,231,35,5,3,Colorado,12/1/2020,2020
1/1/2021,412,205,54,124,17,6,6,503,245,70,166,13,6,3,Colorado,1/1/2021,2021
2/1/2021,408,193,48,141,18,1,7,568,279,84,177,20,4,4,Colorado,2/1/2021,2021
3/1/2021,457,222,82,133,12,2,6,621,285,98,204,26,7,1,Colorado,3/1/2021,2021
4/1/2021,460,228,62,138,23,1,8,649,326,90,205,21,4,3,Colorado,4/1/2021,2021
5/1/2021,422,214,57,134,13,1,0,434,183,61,166,18,6,0,Colorado,5/1/2021,2021
6/1/2021,455,238,68,121,18,6,3,508,248,82,146,24,7,1,Colorado,6/1/2021,2021
7/1/2021,484,236,71,143,26,2,6,449,217,64,143,21,2,2,Colorado,7/1/2021,2021
8/1/2021,530,288,61,157,13,6,5,479,230,67,148,28,3,3,Colorado,8/1/2021,2021
9/1/2021,448,232,55,131,23,3,2,509,249,69,165,19,4,3,Colorado,9/1/2021,2021
10/1/2021,562,278,86,156,37,4,1,389,207,52,112,11,5,2,Colorado,10/1/2021,2021
11/1/2021,503,275,71,135,15,2,0,445,209,73,136,23,4,0,Colorado,11/1/2021,2021
12/1/2021,493,237,74,157,16,7,0,521,251,75,173,16,5,1,Colorado,12/1/2021,2021
1/1/2019,2719,716,608,1243,0,0,152,3473,826,810,1643,0,0,194,California,1/1/2019,2019
2/1/2019,2583,640,598,1194,0,0,151,2826,758,613,1272,0,0,183,California,2/1/2019,2019
3/1/2019,3175,850,660,1501,0,0,164,3090,782,760,1375,0,0,173,California,3/1/2019,2019
4/1/2019,3095,1430,746,1430,0,0,178,3036,784,729,1358,0,0,165,California,4/1/2019,2019
5/1/2019,3053,779,682,1432,0,0,160,3775,1003,853,1673,0,0,246,California,5/1/2019,2019
6/1/2019,2962,732,706,1341,0,0,183,3362,830,827,1522,0,0,183,California,6/1/2019,2019
7/1/2019,3018,774,697,1383,0,0,164,3091,802,748,1358,0,0,183,California,7/1/2019,2019
8/1/2019,3032,728,735,1422,0,0,147,3217,767,727,1500,0,0,223,California,8/1/2019,2019
9/1/2019,2819,730,661,1271,0,0,157,2946,741,708,1328,0,0,169,California,9/1/2019,2019
10/1/2019,3178,767,752,1484,0,0,175,3241,855,750,1445,0,0,1911,California,10/1/2019,2019
11/1/2019,2592,635,549,1242,0,0,166,3050,809,682,1390,0,0,169,California,11/1/2019,2019
12/1/2019,2705,644,628,1282,0,0,151,3260,857,781,1426,0,0,196,California,12/1/2019,2019
1/1/2020,2788,667,628,1354,0,0,139,3092,782,755,1385,0,0,170,California,1/1/2020,2020
2/1/2020,2434,580,555,1155,0,0,144,2903,716,707,1301,0,0,179,California,2/1/2020,2020
3/1/2020,2272,570,547,1040,0,0,115,3117,807,715,1417,0,0,178,California,3/1/2020,2020
4/1/2020,9,2,2,4,0,0,1,4629,1171,1109,2085,0,0,264,California,4/1/2020,2020
5/1/2020,43,16,8,16,0,0,3,1554,410,407,637,0,0,100,California,5/1/2020,2020
6/1/2020,195,50,46,88,0,0,11,2878,761,705,1269,0,0,143,California,6/1/2020,2020
7/1/2020,9,2,2,4,0,0,1,7522,2083,1665,3319,0,0,455,California,7/1/2020,2020
8/1/2020,105,19,26,52,0,0,8,4682,1138,1108,2182,0,0,254,California,8/1/2020,2020
9/1/2020,538,130,131,253,0,0,24,3604,821,914,1641,0,0,228,California,9/1/2020,2020
10/1/2020,1562,544,288,645,0,0,85,2052,495,520,895,0,0,142,California,10/1/2020,2020
11/1/2020,1755,477,371,801,0,0,106,1940,501,468,852,0,0,119,California,11/1/2020,2020
12/1/2020,10,4,0,5,0,0,1,1995,474,506,891,0,0,124,California,12/1/2020,2020
1/1/2021,593,182,87,287,0,0,0,1820,403,462,851,0,0,104,California,1/1/2021,2021
2/1/2021,1746,548,302,817,0,0,79,1613,397,411,705,0,0,100,California,2/1/2021,2021
3/1/2021,2163,646,418,995,0,0,104,1825,454,410,851,0,0,110,California,3/1/2021,2021
4/1/2021,2540,688,576,1127,0,0,149,1851,447,459,838,0,0,107,California,4/1/2021,2021
5/1/2021,3084,750,706,1474,0,0,154,1759,445,427,801,0,0,86,California,5/1/2021,2021
6/1/2021,3330,904,736,1473,0,0,217,2005,492,472,921,0,0,120,California,6/1/2021,2021
7/1/2021,2961,694,640,1481,0,0,146,2459,631,580,1098,0,0,150,California,7/1/2021,2021
8/1/2021,2833,649,600,1432,0,0,152,2404,623,556,1099,0,0,126,California,8/1/2021,2021
9/1/2021,2441,550,495,1277,0,0,119,2748,647,629,1318,0,0,154,California,9/1/2021,2021
10/1/2021,2398,516,486,1292,0,0,104,2248,498,567,1041,0,0,142,California,10/1/2021,2021
11/1/2021,2508,543,581,1265,0,0,119,2361,581,580,1065,0,0,135,California,11/1/2021,2021
12/1/2021,2904,748,608,1416,0,0,132,2640,596,629,1282,0,0,133,California,12/1/2021,2021
